question,answer,context
What is automatic writing,"Automatic writing, also called psychography, is a claimed psychic ability allowing a person to produce written words without consciously writing.Scientists and skeptics consider automatic writing to be the result of the ideomotor effect and even proponents of automatic writing admit it has been the source of innumerable cases of self-delusion.Automatic writing is not the same thing as free writing.","Automatic writing, also called psychography, is a claimed psychic ability allowing a person to produce written words without consciously writing. Scientists and skeptics consider automatic writing to be the result of the ideomotor effect and even proponents of automatic writing admit it has been the source of innumerable cases of self-delusion. Automatic writing is not the same thing as free writing."
What is mirror writing,"Mirror writing is formed by writing in the direction that is the reverse of the natural way for a given language, such that the result is the mirror image of normal writing: it appears normal when it is reflected in a mirror.","Mirror writing is formed by writing in the direction that is the reverse of the natural way for a given language, such that the result is the mirror image of normal writing: it appears normal when it is reflected in a mirror. It is sometimes used as an extremely primitive form of cipher. A common modern usage of mirror writing can be found on the front of ambulances, where the word ""AMBULANCE"" is often written in very large mirrored text, so that drivers see the word the right way around in their rear-view mirror.
Some people are able to produce handwritten mirrored text. Notably, Leonardo da Vinci wrote most of his personal notes in this way.
Mirror writing calligraphy was popular in the Ottoman Empire, where it often carried mystical associations."
What is a writing table,"In form, a writing table is a pedestal desk without the pedestals, having legs instead to hold it up.The writing table is also sometimes called a library table, because it was often placed in a home library.","A writing table (French bureau plat) has a series of drawers directly under the surface of the table, to contain writing implements, so that it may serve as a desk. Antique versions have the usual divisions for the inkwell, the blotter and the sand or powder tray in one of the drawers, and a surface covered with leather or some other material less hostile to the quill or the fountain pen than simple hard wood.
In form, a writing table is a pedestal desk without the pedestals, having legs instead to hold it up. This is why such tables are sometimes called leg desks.
The writing table is often called a ""bureau plat"" when it is done in a French style such as Louis XVI, Art Nouveau, etc. When a writing table is supported by two legs instead of four, it is usually called a trestle desk.
The writing table is also sometimes called a library table, because it was often placed in a home library. This was the room in a house where a gentleman would keep literature and also do his business transactions. The library often housed, in addition, a round desk called a rent table and sometimes a drawing table. The term library table is sometimes applied indiscriminately to a wide variety of desk forms, in addition to being used for writing tables. 
Some writing tables have additional drawers built above the surface. In this case they are often called bureau à gradin instead of writing table, unless they have a more specific form, such as that of a Carlton House desk.
A reading and writing table with an easel or double easel for books that was adjustable on a ratchet and a drawer fitted for writing implements was a mid-18th century English invention that lasted as long as the habit endured of reading while standing."
What is handwriting,"Handwriting is the writing done with a writing instrument, such as a pen or pencil, in the hand.Handwriting includes both printing and cursive styles and is separate from formal calligraphy or typeface.","Handwriting is the writing done with a writing instrument, such as a pen or pencil,  in the hand. Handwriting includes both printing and cursive styles and is separate from formal calligraphy or typeface. Because each person's handwriting is unique and different, it can be used to verify a document's writer. The deterioration of a person's handwriting is also a symptom or result of several different diseases. The inability to produce clear and coherent handwriting is also known as dysgraphia."
"What is the writing done with a writing instrument , such as a pen or pencil , in the hand","Handwriting is the writing done with a writing instrument, such as a pen or pencil, in the hand.","Handwriting is the writing done with a writing instrument, such as a pen or pencil,  in the hand. Handwriting includes both printing and cursive styles and is separate from formal calligraphy or typeface. Because each person's handwriting is unique and different, it can be used to verify a document's writer. The deterioration of a person's handwriting is also a symptom or result of several different diseases. The inability to produce clear and coherent handwriting is also known as dysgraphia."
What is handwriting recognition,"Handwriting recognition (HWR), also known as handwritten text recognition (HTR), is the ability of a computer to receive and interpret intelligible handwritten input from sources such as paper documents, photographs, touch-screens and other devices.","Handwriting recognition (HWR), also known as handwritten text recognition (HTR), is the ability of a computer to receive and interpret intelligible handwritten input from sources such as paper documents, photographs, touch-screens and other devices. The image of the written text may be sensed ""off line"" from a piece of paper by optical scanning (optical character recognition) or intelligent word recognition. Alternatively, the movements of the pen tip may be sensed ""on line"", for example by a pen-based computer screen surface, a generally easier task as there are more clues available. A handwriting recognition system handles formatting, performs correct segmentation into characters, and finds the most plausible words."
What is the royal academy of arts (RA),"The Royal Academy of Arts (RA) is an art institution based in Burlington House on Piccadilly in London.Founded in 1768, it has a unique position as an independent, privately funded institution led by eminent artists and architects.","The Royal Academy of Arts (RA) is an art institution based in Burlington House on Piccadilly in London. Founded in 1768, it has a unique position as an independent, privately funded institution led by eminent artists and architects. Its purpose is to promote the creation, enjoyment and appreciation of the visual arts through exhibitions, education and debate."
What is their curriculum,"They have more autonomy with the National Curriculum, but do have to ensure that their curriculum is broad and balanced, and that it includes the core subjects of English, maths and science.","An academy school in England is a state-funded school which is directly funded by the Department for Education and independent of local authority control. The terms of the arrangements are set out in individual Academy Funding Agreements. Most academies are secondary schools, though slightly more than 25% of primary schools (4,363 as of December 2017).Academies are self-governing non-profit charitable trusts and may receive additional support from personal or corporate sponsors, either financially or in kind.  Academies are inspected and follow the same rules on admissions, special educational needs and exclusions as other state schools and students sit the same national exams. They have more autonomy with the National Curriculum, but do have to ensure that their curriculum is broad and balanced, and that it includes the core subjects of English, maths and science. They must also teach relationships and sex education, and religious education. They are free to choose their specialisms."
What is The Academy Is...,"The Academy Is... is an American rock band from Chicago, Illinois, formed in 2003.","The Academy Is... is an American rock band from Chicago, Illinois, formed in 2003. Before disbanding, they were signed by the Decaydance imprint of the Fueled by Ramen label. They were originally known as ""The Academy"", but added the ""Is..."" in 2004 to avoid legal complications with other established bands already under that name. The band released three studio albums, Almost Here, Santi, and Fast Times at Barrington High, and four EPs.  The band announced their disbandment on October 8, 2011. In May 2015, lead singer William Beckett announced that the band would reunite at Riot Fest 2015 in Chicago.  In addition the core members of the band Beckett, Mike Carden and Adam Siska, as well as Andy Mrotek and Ian Crawford (both of whom had not originally been part of the band), reunited for a farewell tour that took place during December 2015. They announced that they would be reuniting again on May 11, 2022, alongside the announcement of their participation in the 2022 Riot Fest."
What is computer performance,"In computing, computer performance is the amount of useful work accomplished by a computer system.Outside of specific contexts, computer performance is estimated in terms of accuracy, efficiency and speed of executing computer program instructions.","In computing, computer performance is the amount of useful work accomplished by a computer system. Outside of specific contexts, computer performance is estimated in terms of accuracy, efficiency and speed of executing computer program instructions. When it comes to high computer performance, one or more of the following factors might be involved:
Short response time for a given piece of work.
High throughput (rate of processing work).
Low utilization of computing resource(s).
Fast (or highly compact) data compression and decompression.
High availability of the computing system or application.
High bandwidth.
Short data transmission time."
What is performance art,"Performance art is an artwork or art exhibition created through actions executed by the artist or other participants.Also known as artistic action, it has been developed through the years as a genre of its own in which art is presented live.It had an important and fundamental role in 20th century avant-garde art.","Performance art is an artwork or art exhibition created through actions executed by the artist or other participants. It may be witnessed live or through documentation, spontaneously developed or written, and is traditionally presented to a public in a fine art context in an interdisciplinary mode. Also known as artistic action, it has been developed through the years as a genre of its own in which art is presented live. It had an important and fundamental role in 20th century avant-garde art.It involves four basic elements: time, space, body, and presence of the artist, and the relation between the creator and the public. The actions, generally developed in art galleries and museums, can take place in the street, any kind of setting or space and during any time period. Its goal is to generate a reaction, sometimes with the support of improvisation and a sense of aesthetics. The themes are commonly linked to life experiences of the artist themselves, or the need of denunciation or social criticism and with a spirit of transformation.The term ""performance art"" and ""performance"" became widely used in the 1970s, even though the history of performance in visual arts dates back to futurist productions and cabarets from the 1910s. The main pioneers of performance art include Carolee Schneemann, Marina Abramović, Ana Mendieta, Chris Burden, Hermann Nitsch, Joseph Beuys, Nam June Paik, Yves Klein and Vito Acconci. Some of the main exponents more recently are Tania Bruguera, Abel Azcona, Regina José Galindo, Tehching Hsieh, Marta Minujín and Petr Pavlensky. The discipline is linked to happening, the Fluxus movement, body art and conceptual art."
What is gymnastics,"Gymnastics is a sport that includes physical exercises requiring balance, strength, flexibility, agility, coordination, dedication and endurance.","Gymnastics is a sport that includes physical exercises requiring balance, strength, flexibility, agility, coordination, dedication and endurance. The movements involved in gymnastics contribute to the development of the arms, legs, shoulders, back, chest, and abdominal muscle groups. Gymnastics evolved from exercises used by the ancient Greeks that included skills for mounting and dismounting a horse, and from circus performance skills.
The most common form of competitive gymnastics is artistic gymnastics (AG), which consists of, for women (WAG), the events floor, vault, uneven bars, and beam; and for men (MAG), the events floor, vault, rings, pommel horse, parallel bars, and horizontal bar. The governing body for gymnastics throughout the world is the Fédération Internationale de Gymnastique (FIG). Eight sports are governed by the FIG, which include gymnastics for all, men's and women's artistic gymnastics, rhythmic gymnastics, trampolining (including double mini-trampoline), tumbling, acrobatic, aerobic and parkour.  Disciplines not currently recognized by FIG include wheel gymnastics, aesthetic group gymnastics, TeamGym, and Mallakhamba.
Participants in gymnastics-related sports include young children, recreational-level athletes, and competitive athletes at all levels of skill."
What is artistic gymnastics,"Artistic gymnastics is a discipline of gymnastics in which athletes perform short routines on different apparatuses.The sport is governed by the Fédération Internationale de Gymnastique (FIG), which designs the Code of Points and regulates all aspects of elite international competition.","Artistic gymnastics is a discipline of gymnastics in which athletes perform short routines on different apparatuses. The sport is governed by the Fédération Internationale de Gymnastique (FIG), which designs the Code of Points and regulates all aspects of elite international competition. Within individual countries, gymnastics is regulated by national federations like British Gymnastics and USA Gymnastics. Artistic gymnastics is a popular spectator sport at many competitions, including the Summer Olympic Games."
What is the maximum number of gymnasts eligible to participate in the artistic team event,"In the artistic team event, a maximum of five gymnasts will be eligible to participate as opposed to the four per team and two individuals who competed in Tokyo 2020.","This article describes the qualifying phase for gymnastics at the 2024 Summer Olympics. A total of 318 gymnasts (192 in artistic, 94 in rhythmic and 32 in trampoline) will qualify.The qualification pathway for the 2024 Summer Olympics is significantly simplified and modified from those in 2020. In the artistic team event, a maximum of five gymnasts will be eligible to participate as opposed to the four per team and two individuals who competed in Tokyo 2020. Three teams who finish on the podium qualify for the Olympics through the 2022 World Artistic Gymnastics Championships in Liverpool with a large proportion of quota places distributed at the same meet in Antwerp, Belgium by the following year. The 2024 World Cup series will also hand the gymnasts an opportunity to earn more spots in separate apparatus events.In rhythmic gymnastics, the 2022 World Championships, scheduled for 14 to 18 September in Sofia, Bulgaria, will witness individual and group all-around medalists book their tickets in Paris. Most quota places will be allocated at the same meet in Valencia, Spain by the following year with fourteen individual gymnasts and five nations across all continents vying for qualification.Half of the trampoline qualifying slots will be awarded to the highest-ranked gymnasts at the 2023 World Championships in Birmingham with the majority coming from the 2023–2024 World Cup series. Across all gymnastics disciplines, the remaining places will be offered to the gymnasts vying for qualification at their respective continental meets."
What is valgus deformity,"A valgus deformity is a condition in which the bone segment distal to a joint is angled outward, that is, angled laterally, away from the bodys midline.","A valgus deformity is a condition in which the bone segment distal to a joint is angled outward, that is, angled laterally, away from the body's midline.  The opposite deformation, where the twist or angulation is directed medially, toward the center of the body, is called varus. Common causes of valgus knee (genu valgum or ""knock-knee"") in adults include arthritis of the knee and traumatic injuries."
What is Boutonniere deformity,"Boutonniere deformity is a deformed position of the fingers or toes, in which the joint nearest the knuckle (the proximal interphalangeal joint, or PIP) is permanently bent toward the palm while the farthest joint (the distal interphalangeal joint, or DIP) is bent back away (PIP flexion with DIP hyperextension).","Boutonniere deformity is a deformed position of the fingers or toes, in which the joint nearest the knuckle (the proximal interphalangeal joint, or PIP) is permanently bent toward the palm while the farthest joint (the distal interphalangeal joint, or DIP) is bent back away (PIP flexion with DIP hyperextension). Causes include injury, inflammatory conditions like rheumatoid arthritis, and genetic conditions like Ehlers-Danlos syndrome.
"
What is kyphosis,"Kyphosis is an abnormally excessive convex curvature of the spine as it occurs in the thoracic and sacral regions.Scheuermanns kyphosis is the most classic form of hyperkyphosis and is the result of wedged vertebrae that develop during adolescence.Kyphosis is distinguished from scoliosis, a condition in which the spine has a sideways curve.","Kyphosis is an abnormally excessive convex curvature of the spine as it occurs in the thoracic and sacral regions. Abnormal inward concave lordotic curving of the cervical and lumbar regions of the spine is called lordosis. It can result from degenerative disc disease; developmental abnormalities, most commonly Scheuermann's disease; Copenhagen disease, osteoporosis with compression fractures of the vertebra; multiple myeloma; or trauma. A normal thoracic spine extends from the 1st thoracic to the 12th thoracic vertebra and should have a slight kyphotic angle, ranging from 20° to 45°. When the ""roundness"" of the upper spine increases past 45° it is called kyphosis or ""hyperkyphosis"". Scheuermann's kyphosis is the most classic form of hyperkyphosis and is the result of wedged vertebrae that develop during adolescence. The cause is not currently known and the condition appears to be multifactorial and is seen more frequently in males than females.In the sense of a deformity, it is the pathological curving of the spine, where parts of the spinal column lose some or all of their lordotic profile. This causes a bowing of the back, seen as a slouching posture. Kyphosis is distinguished from scoliosis, a condition in which the spine has a sideways curve.
While most cases of kyphosis are mild and only require routine monitoring, serious cases can be debilitating. High degrees of kyphosis can cause severe pain and discomfort, breathing and digestion difficulties, cardiovascular irregularities, neurological compromise and, in the more severe cases, significantly shortened life spans. These types of high-end curves typically do not respond well to conservative treatment and almost always warrant spinal fusion surgery, which can restore the body's natural degree of curvature. The term is from Greek κυφός kyphos, a hump."
What is ape hand deformity,"Ape hand deformity is a deformity in humans who cannot move the thumb away from the rest of the hand.The name ape hand deformity is misleading, as some apes do not have opposable thumbs.","Ape hand deformity is a deformity in humans who cannot move the thumb away from the rest of the hand. It is an inability to abduct the thumb. Abduction of the thumb refers to the specific capacity to orient the thumb perpendicularly to the ventral (palmar) surface of the hand. Opposition refers specifically the ability to ""swing"" the first metacarpal such that the tip of the thumb may touch the distal end of the 5th phalanx and if we put the hand on the table as the palm upward the thumb can not point to the sky.  The Ape Hand Deformity is caused by damage to the distal median nerve (also called a Median Claw lesion), and subsequent loss of opponens pollicis muscle function. The name ""ape hand deformity"" is misleading, as some apes do not have opposable thumbs.It can occur with an injury of the median nerve either at the elbow or the wrist, impairing the thenar muscles and opponens pollicis muscle.Ape hand deformity is one aspect of median nerve palsy, which is usually caused by deep injuries to the arm, forearm and wrist area."
What is swan neck deformity,"Swan neck deformity is a deformed position of the finger, in which the joint closest to the fingertip is permanently bent toward the palm while the nearest joint to the palm is bent away from it (DIP flexion with PIP hyperextension).It is commonly caused by injury, hypermobility or inflammatory conditions like rheumatoid arthritis or sometimes familial (congenital, like Ehlers–Danlos syndrome).","Swan neck deformity is a deformed position of the finger, in which the joint closest to the fingertip is permanently bent toward the palm while the nearest joint to the palm is bent away from it (DIP flexion with PIP hyperextension). It is commonly caused by injury, hypermobility or inflammatory conditions like rheumatoid arthritis or sometimes familial (congenital, like Ehlers–Danlos syndrome).
"
What is an interface?,"In computing, an interface is a shared boundary across which two or more separate components of a computer system exchange information.Some computer hardware devices, such as a touchscreen, can both send and receive data through the interface, while others such as a mouse or microphone may only provide an interface to send data to a given system.","In computing, an interface is a shared boundary across which two or more separate components of a computer system exchange information. The exchange can be between software, computer hardware, peripheral devices, humans, and combinations of these. Some computer hardware devices, such as a touchscreen, can both send and receive data through the interface, while others such as a mouse or microphone may only provide an interface to send data to a given system.

"
What is a document management system ( dms )?,"A document management system (DMS) is a system used to receive, track, manage and store documents and reduce paper.","A document management system (DMS) is a system used to receive, track, manage and store documents and reduce paper. Most are capable of keeping a record of the various versions created and modified by different users (history tracking). In the case of the management of digital documents such systems are based on computer programs. The term has some overlap with the concepts of content management systems. It is often viewed as a component of enterprise content management (ECM) systems and related to digital asset management, document imaging, workflow systems and records management systems."
What is a database model?,"A database model is a type of data model that determines the logical structure of a database.It fundamentally determines in which manner data can be stored, organized and manipulated.","A database model is a type of data model that determines the logical structure of a database. It fundamentally determines in which manner data can be stored, organized and manipulated. The most popular example of a database model is the relational model, which uses a table-based format."
What is the role of time - sharing operating systems?,"Time-sharing operating systems schedule tasks for efficient use of the system and may also include accounting software for cost allocation of processor time, mass storage, printing, and other resources.","An operating system (OS) is system software that manages computer hardware, software resources, and provides common services for computer programs.
Time-sharing operating systems schedule tasks for efficient use of the system and may also include accounting software for cost allocation of processor time, mass storage, printing, and other resources.
For hardware functions such as input and output and memory allocation, the operating system acts as an intermediary between programs and the computer hardware, although the application code is usually executed directly by the hardware and frequently makes system calls to an OS function or is interrupted by it. Operating systems are found on many devices that contain a computer –  from cellular phones and video game consoles to web servers and supercomputers.
The dominant general-purpose personal computer operating system is Microsoft Windows with a market share of around 74.99%. macOS by Apple Inc. is in second place (14.84%), and the varieties of Linux are collectively in third place (2.81%). In the mobile sector (including smartphones and tablets), Android's share is 70.82% in the year 2020. According to third quarter 2016 data, Android's share on smartphones is dominant with 87.5 percent with a growth rate of 10.3 percent per year, followed by Apple's iOS with 12.1 percent with per year decrease in market share of 5.2 percent, while other operating systems amount to just 0.3 percent. Linux distributions are dominant in the server and supercomputing sectors. Other specialized classes of operating systems (special-purpose operating systems), such as embedded and real-time systems, exist for many applications. Security-focused operating systems also exist. Some operating systems have low system requirements (e.g. light-weight Linux distribution). Others may have higher system requirements.
Some operating systems require installation or may come pre-installed with purchased computers (OEM-installation), whereas others may run directly from media (i.e. live CD) or flash memory (i.e. USB stick)."
What is monolithic?,"This separation prevents user data and kernel data from interfering with each other and causing instability and slowness, as well as preventing malfunctioning applications from affecting other applications or crashing the entire operating system.MINIX 3 is a notable example of microkernel design.","The kernel is a computer program at the core of a computer's operating system and generally has complete control over everything in the system. It is the portion of the operating system code that is always resident in memory and facilitates interactions between hardware and software components. A full kernel controls all hardware resources (e.g. I/O, memory, cryptography) via device drivers, arbitrates conflicts between processes concerning such resources, and optimizes the utilization of common resources e.g. CPU & cache usage, file systems, and network sockets. On most systems, the kernel is one of the first programs loaded on startup (after the bootloader). It handles the rest of startup as well as memory, peripherals, and input/output (I/O) requests from software, translating them into data-processing instructions for the central processing unit.
The critical code of the kernel is usually loaded into a separate area of memory, which is protected from access by application software or other less critical parts of the operating system. The kernel performs its tasks, such as running processes, managing hardware devices such as the hard disk, and handling interrupts, in this protected kernel space. In contrast, application programs such as browsers, word processors, or audio or video players  use a separate area of memory, user space. This separation prevents user data and kernel data from interfering with each other and causing instability and slowness, as well as preventing malfunctioning applications from affecting other applications or crashing the entire operating system. Even in systems where the kernel is included in application address spaces, memory protection is used to prevent unauthorized applications from modifying the kernel.
The kernel's interface is a low-level abstraction layer. When a process requests a service from the kernel, it must invoke a system call, usually through a wrapper function.
There are different kernel architecture designs. Monolithic kernels run entirely in a single address space with the CPU executing in supervisor mode, mainly for speed. Microkernels run most but not all of their services in user space, like user processes do, mainly for resilience and modularity. MINIX 3 is a notable example of microkernel design. Instead, the Linux kernel is monolithic, although it is also modular, for it can insert and remove loadable kernel modules at runtime.
This central component of a computer system is responsible for executing programs. The kernel takes responsibility for deciding at any time which of the many running programs should be allocated to the processor or processors."
What is fuchsia?,"Fuchsia is an open-source capability-based operating system developed by Google.In contrast to Googles Linux-based operating systems such as Chrome OS and Android, Fuchsia is based on a custom kernel named Zircon.","Fuchsia is an open-source capability-based operating system developed by Google. In contrast to Google's Linux-based operating systems such as Chrome OS and Android, Fuchsia is based on a custom kernel named Zircon. It publicly debuted as a self-hosted git repository in August 2016 without any official corporate announcement. After years of development, its official product launch was on the first-generation Google Nest Hub, replacing its original Linux-based Cast OS."
What is windows?,Windows is a group of several proprietary graphical operating system families developed and marketed by Microsoft.,"Windows is a group of several proprietary graphical operating system families developed and marketed by Microsoft. Each family caters to a certain sector of the computing industry, for example, Windows NT for consumers, Windows Server for servers, and Windows IoT for embedded systems. Defunct Windows families include Windows 9x, Windows Mobile, and Windows Phone.
The first version of Windows was released on November 20, 1985, as a graphical operating system shell for MS-DOS in response to the growing interest in graphical user interfaces (GUIs).Windows is the most popular desktop operating system in the world, with 75% market share as of April 2022, according to StatCounter. However, Windows is not the most used operating system when including both mobile and desktop OSes, due to Android's massive growth.As of September 2022, the most recent version of Windows is Windows 11 for consumer PCs and tablets, Windows 11 Enterprise for corporations, and Windows Server 2022 for servers.

"
What is a system architecture?,"A system architecture is the conceptual model that defines the structure, behavior, and more views of a system.A system architecture can consist of system components and the sub-systems developed, that will work together to implement the overall system.There have been efforts to formalize languages to describe system architecture, collectively these are called architecture description languages (ADLs).","A system architecture is the conceptual model that defines the structure, behavior, and more views of a system. An architecture description is a formal description and representation of a system, organized in a way that supports reasoning about the structures and behaviors of the system.
A system architecture can consist of system components and the sub-systems developed, that will work together to implement the overall system. There have been efforts to formalize languages to describe system architecture, collectively these are called architecture description languages (ADLs)."
What is the objective of project management?,"The objective of project management is to produce a complete project which complies with the clients objectives.In many cases, the objective of project management is also to shape or reform the clients brief to feasibly address the clients objectives.","Project management is the process of leading the work of a team to achieve all project goals within the given constraints. This information is usually described in project documentation, created at the beginning of the development process. The primary constraints are scope, time, and budget. The secondary challenge is to optimize the allocation of necessary inputs and apply them to meet pre-defined objectives.
The objective of project management is to produce a complete project which complies with the client's objectives. In many cases, the objective of project management is also to shape or reform the client's brief to feasibly address the client's objectives. Once the client's objectives are clearly established, they should influence all decisions made by other people involved in the project – for example, project managers, designers, contractors, and sub-contractors. Ill-defined or too tightly prescribed project management objectives are detrimental to decision-making.
A project is a temporary and unique endeavor designed to produce a product, service, or result with a defined beginning and end (usually time-constrained, and often constrained by funding or staffing) undertaken to meet unique goals and objectives, typically to bring about beneficial change or added value.  The temporary nature of projects stands in contrast with business as usual (or operations), which are repetitive, permanent, or semi-permanent functional activities to produce products or services. In practice, the management of such distinct production approaches requires the development of distinct technical skills and management strategies."
What is a distributed operating system?,"A distributed operating system is system software over a collection of independent software, networked, communicating, and physically separate computational nodes.They handle jobs which are serviced by multiple CPUs.","A distributed operating system is system software over a collection of independent software, networked, communicating, and physically separate computational nodes. They handle jobs which are serviced by multiple CPUs. Each individual node holds a specific software subset of the global aggregate operating system. Each subset is a composite of two distinct service provisioners. The first is a ubiquitous minimal kernel, or microkernel, that directly controls that node's hardware. Second is a higher-level collection of system management components that coordinate the node's individual and collaborative activities. These components abstract microkernel functions and support user applications.The microkernel and the management components collection work together. They support the system's goal of integrating multiple resources and processing functionality into an efficient and stable system. This seamless integration of individual nodes into a global system is referred to as transparency, or single system image; describing the illusion provided to users of the global system's appearance as a single computational entity."
What is to be fully understood and bound rather than just kept as a minimum?,Processing time requirements need to be fully understood and bound rather than just kept as a minimum.,"A real-time operating system (RTOS) is an operating system (OS) for real-time applications that processes data and events that have critically defined time constraints. A RTOS is distinct from a time-sharing operating system, such as Unix, which manages the sharing of system resources with a scheduler, data buffers, or fixed task prioritization in a multitasking or multiprogramming environment. Processing time requirements need to be fully understood and bound rather than just kept as a minimum. All processing must occur within the defined constraints. Real-time operating systems are event-driven and preemptive, meaning the OS is capable of monitoring the relevant priority of competing tasks, and make changes to the task priority. Event-driven systems switch between tasks based on their priorities, while time-sharing systems switch the task based on clock interrupts."
What is a shell?,"In computing, a shell is a computer program that exposes an operating systems services to a human user or other programs.It is named a shell because it is the outermost layer around the operating system.","In computing, a shell is a computer program that exposes an operating system's services to a human user or other programs. In general, operating system shells use either a command-line interface (CLI) or graphical user interface (GUI), depending on a computer's role and particular operation.  It is named a shell because it is the outermost layer around the operating system.Command-line shells require the user to be familiar with commands and their calling syntax, and to understand concepts about the shell-specific scripting language (for example, bash).
Graphical shells place a low burden on beginning computer users, and are characterized as being easy to use. Since they also come with certain disadvantages, most GUI-enabled operating systems also provide CLI shells.

"
What is an operating environment or integrated applications environment,"In computer software, an operating environment or integrated applications environment is the environment in which users run application software.The environment consists of a user interface provided by an applications manager and usually an application programming interface (API) to the applications manager.","In computer software, an operating environment or integrated applications environment is the environment in which users run application software. The environment consists of a user interface provided by an applications manager and usually an application programming interface (API) to the applications manager.
An operating environment is not a full operating system, but is a form of middleware that rests between the OS and the application. For example, the first version of Microsoft Windows,  Windows 1.0, was not a full operating system, but a GUI laid over DOS albeit with an API of its own. Similarly, the IBM U2 system operates on both Unix/Linux and Windows NT. Usually the user interface is text-based or graphical, rather than a command-line interface (e.g., DOS or the Unix shell), which is often the interface of the underlying operating system.
In the mid 1980s, text-based and graphical user interface operating environments  surrounded DOS operating systems with a shell that turned the user's display into a menu-oriented ""desktop"" for selecting and running PC applications. These operating environment systems allow users much of the convenience of integrated software without locking them into a single package."
What is an operating environment,"An operating environment is not a full operating system, but is a form of middleware that rests between the OS and the application.","In computer software, an operating environment or integrated applications environment is the environment in which users run application software. The environment consists of a user interface provided by an applications manager and usually an application programming interface (API) to the applications manager.
An operating environment is not a full operating system, but is a form of middleware that rests between the OS and the application. For example, the first version of Microsoft Windows,  Windows 1.0, was not a full operating system, but a GUI laid over DOS albeit with an API of its own. Similarly, the IBM U2 system operates on both Unix/Linux and Windows NT. Usually the user interface is text-based or graphical, rather than a command-line interface (e.g., DOS or the Unix shell), which is often the interface of the underlying operating system.
In the mid 1980s, text-based and graphical user interface operating environments  surrounded DOS operating systems with a shell that turned the user's display into a menu-oriented ""desktop"" for selecting and running PC applications. These operating environment systems allow users much of the convenience of integrated software without locking them into a single package."
What is a full operating system,"An operating environment is not a full operating system, but is a form of middleware that rests between the OS and the application.For example, the first version of Microsoft Windows, Windows 1.0, was not a full operating system, but a GUI laid over DOS albeit with an API of its own.","In computer software, an operating environment or integrated applications environment is the environment in which users run application software. The environment consists of a user interface provided by an applications manager and usually an application programming interface (API) to the applications manager.
An operating environment is not a full operating system, but is a form of middleware that rests between the OS and the application. For example, the first version of Microsoft Windows,  Windows 1.0, was not a full operating system, but a GUI laid over DOS albeit with an API of its own. Similarly, the IBM U2 system operates on both Unix/Linux and Windows NT. Usually the user interface is text-based or graphical, rather than a command-line interface (e.g., DOS or the Unix shell), which is often the interface of the underlying operating system.
In the mid 1980s, text-based and graphical user interface operating environments  surrounded DOS operating systems with a shell that turned the user's display into a menu-oriented ""desktop"" for selecting and running PC applications. These operating environment systems allow users much of the convenience of integrated software without locking them into a single package."
"What is a modular , single - user , single - process , multitasking operating system written in the programming language","The Oberon System is a modular, single-user, single-process, multitasking operating system written in the programming language Oberon.","The Oberon System is a modular, single-user, single-process, multitasking operating system written in the programming language Oberon. It was originally developed in the late 1980s at ETH Zurich. The Oberon System has an unconventional visual text user interface (TUI) instead of a conventional command-line interface (CLI) or graphical user interface (GUI). This TUI was very innovative in its time and influenced the design of the Acme text editor for the Plan 9 from Bell Labs operating system.
The latest version of the Oberon System, Project Oberon 2013, is still maintained by Niklaus Wirth and several collaborators, but older ETH versions of the system have been orphaned. The system also evolved into the multi-process, symmetric multiprocessing (SMP) capable A2 (formerly Active Object System (AOS), then Bluebottle), with a zooming user interface (ZUI).

"
What is a service,"In computing, a system call (commonly abbreviated to syscall) is the programmatic way in which a computer program requests a service from the kernel of the operating system on which it is executed.This may include hardware-related services (for example, accessing a hard disk drive or accessing the devices camera), creation and execution of new processes, and communication with integral kernel services such as process scheduling.","In computing, a system call (commonly abbreviated to syscall) is the programmatic way in which a computer program requests a service from the kernel of the operating system on which it is executed. This may include hardware-related services (for example, accessing a hard disk drive or accessing the device's camera), creation and execution of new processes, and communication with integral kernel services such as process scheduling.  System calls provide an essential interface between a process and the operating system.
In most systems, system calls can only be made from userspace processes, while in some systems, OS/360 and successors for example, privileged system code also issues system calls."
What is a government?,"A government is the system or group of people governing an organized community, generally a state.In the case of its broad associative definition, government normally consists of legislature, executive, and judiciary.","A government is the system or group of people governing an organized community, generally a state.
In the case of its broad associative definition, government normally consists of legislature, executive, and judiciary. Government is a means by which organizational policies are enforced, as well as a mechanism for determining policy. In many countries, the government has a kind of constitution, a statement of its governing principles and philosophy.
While all types of organizations have governance, the term government is often used more specifically to refer to the approximately 200 independent national governments and subsidiary organizations.
The major types of political systems in the modern era are democracies, monarchies, and authoritarian and totalitarian regimes. Historically prevalent forms of government include monarchy, aristocracy, timocracy, oligarchy, democracy, theocracy, and tyranny. These forms are not always mutually exclusive, and mixed governments are common. The main aspect of any philosophy of government is how political power is obtained, with the two main forms being electoral contest and hereditary succession."
