question,answer,context
Justify with an example how a precondition defines the circumstances in which a particular operation is valid,"A precondition defines the circumstances in which a particular operation is valid .For example, the precondition for an operation that adds a name to a staff identifier symbol table is valid only if the name that is to be added is not contained in the table and also if there are fewer than MaxIds staff identifiers in the table","Three types of conditions can be associated with operations: invariants, preconditions, and postconditions. An invariant defines what is guaranteed not to change. For example, the symbol table has an invariant that states that the number of elements is always less than or equal to MaxIds. A precondition defines the circumstances in which a particular operation is valid. For example, the precondition for an operation that adds a name to a staff identifier symbol table is valid only if the name that is to be added is not contained in the table and also if there are fewer than MaxIds staff identifiers in the table. The postcondition of an operation defines what is guaranteed to be true upon completion of an operation. This is defined by its effect on the data. For the add() operation, the postcondition would specify mathematically that the table has been augmented with the new identifier. Example 2: A block handler"
"Justify with an example how the ability to keep track of all of these relationships is crucial to the integrity of the information stored in the repository and to the generation of deliverables based on it, and it is one of the most important contributions of the repository concept to the improvement of the software process","The ability to keep track of all of these relationships is crucial to the integrity of the information stored in the repository and to the generation of deliverables based on it, and it is one of the most important contributions of the repository concept to the improvement of the software process .For example, if a UML class diagram is modified, the repository can detect whether related classes, interface descriptions, and code components also require modification and can bring affected SCIs to the developers attention","Dependency tracking and change management. The repository manages a wide variety of relationships among the data elements stored in it. These include relationships between enterprise entities and processes, among the parts of an application design, between design components and the enterprise information architecture, between design elements and deliverables, and so on. Some of these relationships are merely associations, and some are dependencies or mandatory relationships. The ability to keep track of all of these relationships is crucial to the integrity of the information stored in the repository and to the generation of deliverables based on it, and it is one of the most important contributions of the repository concept to the improvement of the software process. For example, if a UML class diagram is modified, the repository can detect whether related classes, interface descriptions, and code components also require modification and can bring affected SCIs to the developers attention. Requirements tracing"
"Justify with an example how as an SCI moves through a layer, the actions implied by each SCM task may or may not be applicable","As an SCI moves through a layer, the actions implied by each SCM task may or may not be applicable .For example, when a new SCI is created, it must be identified","Referring to the figure, SCM tasks can viewed as concentric layers. SCIs flow outward through these layers throughout their useful life, ultimately becoming part FIGURE 22.4 Layers of the SCM process Reporting Configuration auditing Version control Change control Identification Software Vm.n 11/27/08 6:20 PM Page 594 of the software configuration of one or more versions of an application or system. As an SCI moves through a layer, the actions implied by each SCM task may or may not be applicable. For example, when a new SCI is created, it must be identified. However, if no changes are requested for the SCI, the change control layer does not apply. The SCI is assigned to a specific version of the software (version control mechanisms come into play). A record of the SCI (its name, creation date, version designation, etc.) is maintained for configuration auditing purposes and reported to those with a need to know. In the sections that follow, we examine each of these SCM process layers in more detail"
Justify with an example how an aggregate object is a collection of basic objects and other aggregate objects,"An aggregate object is a collection of basic objects and other aggregate objects .For example, a DesignSpecification is an aggregate object","However, if no changes are requested for the SCI, the change control layer does not apply. The SCI is assigned to a specific version of the software (version control mechanisms come into play). A record of the SCI (its name, creation date, version designation, etc.) is maintained for configuration auditing purposes and reported to those with a need to know. In the sections that follow, we examine each of these SCM process layers in more detail. 22.3.1 Identification of Objects in the Software Configuration To control and manage software configuration items, each should be separately named and then organized using an object-oriented approach. Two types of objects can be identified [Cho89]: basic objects and aggregate objects.3 A basic object is a unit of information that you create during analysis, design, code, or test. For example, a basic object might be a section of a requirements specification, part of a design model, source code for a component, or a suite of test cases that are used to exercise the code. An aggregate object is a collection of basic objects and other aggregate objects. For example, a DesignSpecification is an aggregate object. Conceptually, it can be viewed as a named (identified) list of pointers that specify aggregate objects such as ArchitecturalModel and DataModel, and basic objects such as ComponentN and UMLClassDiagramN. Each object has a set of distinct features that identify it uniquely: a name, a description, a list of resources, and a realization. The object name is a character The interrelationships established for configuration objects allow you to assess the impact of change"
Justify with an example how the mathematical computation of the metric should use measures that do not lead to bizarre combinations of units,"The mathematical computation of the metric should use measures that do not lead to bizarre combinations of units .For example, multiplying people on the project teams by programming language variables in the program results in a suspicious mix of units that are not intuitively persuasive. Programming language independent","Experience indicates that a product metric will be used only if it is intuitive and easy to compute. If dozens of counts have to be made, and complex computations are required, it is unlikely that the metric will be widely adopted. Consistent in its use of units and dimensions. The mathematical computation of the metric should use measures that do not lead to bizarre combinations of units. For example, multiplying people on the project teams by programming language variables in the program results in a suspicious mix of units that are not intuitively persuasive. Programming language independent. Metrics should be based on the requirements model, the design model, or the structure of the program itself. They should not be dependent on the vagaries of programming language syntax or semantics"
Justify with an example how you can also derive process metrics by measuring the characteristics of specific software engineering tasks,"You can also derive process metrics by measuring the characteristics of specific software engineering tasks .For example, you might measure the effort and time spent performing the umbrella activities and the generic software engineering activities described","uote: Software metrics let you know when to laugh and when to cry. Tom Gilb Outcomes include measures of errors uncovered before release of the software, defects delivered to and reported by end users, work products delivered (productivity), human effort expended, calendar time expended, schedule conformance, and other measures. You can also derive process metrics by measuring the characteristics of specific software engineering tasks. For example, you might measure the effort and time spent performing the umbrella activities and the generic software engineering activities described in Chapter 2. Grady [Gra92] argues that there are private and public uses for different types of process data. Because it is natural that individual software engineers might be sensitive to the use of metrics collected on an individual basis, these data should be private to the individual and serve as an indicator for the individual only. Examples of private metrics include defect rates (by individual), defect rates (by component), and errors found during development"
Justify with an example how dRE can also be used within the project to assess a teams ability to find errors before they are passed to the next framework activity or software engineering action,"DRE can also be used within the project to assess a teams ability to find errors before they are passed to the next framework activity or software engineering action .For example, requirements analysis produces a requirements model that can be reviewed to find and correct errors","DRE can also be used within the project to assess a teams ability to find errors before they are passed to the next framework activity or software engineering action. For example, requirements analysis produces a requirements model that can be reviewed to find and correct errors. Those errors that are not found during the review of the requirements model are passed on to design (where they may or may not be found). When used in this context, we redefine DRE as DREi  Ei Ei  Ei1 6:25 PM Page 682 where Ei is the number of errors found during software engineering action i and Ei+ 1 is the number of errors found during software engineering action i + 1 that are traceable to errors that were not discovered in software engineering action i. A quality objective for a software team (or an individual software engineer) is to achieve DREi that approaches 1. That is, errors should be filtered out before they are passed on to the next activity or action"
"Justify with an example how when a computer-based system (incorporating specialized hardware and software) is to be engineered, the software team may require access to hardware elements being developed by other engineering teams","When a computer-based system (incorporating specialized hardware and software) is to be engineered, the software team may require access to hardware elements being developed by other engineering teams .For example, software for a robotic device used within a manufacturing cell may require a specific robot (e.g., a robotic welder) as part of the validation test step; a software project for advanced page layout may need a high-speed digital printing system at some point during development","26.4.3 Environmental Resources The environment that supports a software project, often called the software engineering environment (SEE), incorporates hardware and software. Hardware provides pre75977_ch26.qxd 6:26 PM CHAPTER 26 a platform that supports the tools (software) required to produce the work products that are an outcome of good software engineering practice.5 Because most software organizations have multiple constituencies that require access to the SEE, you must prescribe the time window required for hardware and software and verify that these resources will be available. When a computer-based system (incorporating specialized hardware and software) is to be engineered, the software team may require access to hardware elements being developed by other engineering teams. For example, software for a robotic device used within a manufacturing cell may require a specific robot (e.g., a robotic welder) as part of the validation test step; a software project for advanced page layout may need a high-speed digital printing system at some point during development. Each hardware element must be specified as part of planning. 26.5 S O F T WA R E P R O J E C T E S T I M AT I O N Software cost and effort estimation will never be an exact science. Too many uote: In an age of outsourcing and increased competition, the ability to estimate more accurately . ."
Justify with an example how this is achieved by developing a plan for risk mitigation,"This is achieved by developing a plan for risk mitigation .For example, management intuition, the likelihood l1 of high turnover is estimated to be 0.70 (70 percent, rather high) and the impact x1 is projected as critical","Napolean and contingency planning. If a software team adopts a proactive approach to risk, avoidance is always the best strategy. This is achieved by developing a plan for risk mitigation. For example, management intuition, the likelihood l1 of high turnover is estimated to be 0.70 (70 percent, rather high) and the impact x1 is projected as critical. That is, high turnover will have a critical impact on project cost and schedule. To mitigate this risk, you would develop a strategy for reducing turnover. Among the possible steps to be taken are: can ? What we do to mitigate a risk? Meet with current staff to determine causes for turnover (e.g., poor working conditions, low pay, competitive job market)"
"Justify with an example how it is important to note that risk mitigation, monitoring, and management (RMMM) steps incur additional project cost","It is important to note that risk mitigation, monitoring, and management (RMMM) steps incur additional project cost .For example, spending the time to back up every If RE for a specific risk is less than the cost of risk mitigation, don't try to mitigate the risk but continue to monitor it. critical technologist costs money","Risk management and contingency planning assumes that mitigation efforts have failed and that the risk has become a reality. Continuing the example, the project is well under way and a number of people announce that they will be leaving. If the mitigation strategy has been followed, backup is available, information is documented, and knowledge has been dispersed across the team. In addition, you can temporarily refocus resources (and readjust the project schedule) to those functions that are fully staffed, enabling newcomers who must be added to the team to get up to speed. Those individuals who are leaving are asked to stop all work and spend their last weeks in knowledge transfer mode. This might include video-based knowledge capture, the development of commentary documents or Wikis, and/or meeting with other team members who will remain on the project. It is important to note that risk mitigation, monitoring, and management (RMMM) steps incur additional project cost. For example, spending the time to back up every If RE for a specific risk is less than the cost of risk mitigation, don't try to mitigate the risk but continue to monitor it. critical technologist costs money. Part of risk management, therefore, is to evaluate when the benefits accrued by the RMMM steps are outweighed by the costs associated with implementing them. In essence, you perform a classic cost-benefit analysis. If risk aversion steps for high turnover will increase both project cost and duration by an estimated 15 percent, but the predominant cost factor is backup, management may decide not to implement this step. On the other hand, if the risk aversion steps are projected to increase costs by 5 percent and duration by only 3 percent, management will likely put all into place"
"Justify with an example how in most cases, the completeness decreases as the abstraction level increases","In most cases, the completeness decreases as the abstraction level increases .For example, given a source code listing, it is relatively easy to develop a complete procedural design representation","The abstraction level of a reverse engineering process and the tools used to effect it refers to the sophistication of the design information that can be extracted from source code. Ideally, the abstraction level should be as high as possible. That is, the reverse engineering process should be capable of deriving procedural design representations (a low-level abstraction), program and data structure information (a somewhat higher level of abstraction), object models, data and/or control flow models (a relatively high level of abstraction), and entity relationship models (a high level of abstraction). As the abstraction level increases, you are provided with information that will allow easier understanding of the program. The completeness of a reverse engineering process refers to the level of detail that is provided at an abstraction level. In most cases, the completeness decreases as the abstraction level increases. For example, given a source code listing, it is relatively easy to develop a complete procedural design representation. Simple architectural design representations may also be derived, but it is far more difficult to develop a complete set of UML diagrams or models. Completeness improves in direct proportion to the amount of analysis performed by the person doing reverse engineering. Interactivity refers to the degree to which the human is integrated with automated tools to create an effective reverse engineering process. In most cases, as the abstraction level increases, interactivity must increase or completeness will suffer"
Justify with an example how it is often worthwhile to develop a new interaction metaphor,"It is often worthwhile to develop a new interaction metaphor .For example, an old UI requests that a user provide a scale factor (ranging from 1 to 10) to shrink or magnify a graphical image","To fully understand an existing user interface, the structure and behavior of the interface must be specified. Merlo and his colleagues [Mer93] suggest three basic questions that must be answered as reverse engineering of the UI commences: do I ? How understand the workings of an existing user interface? What are the basic actions (e.g., keystrokes and mouse clicks) that the interface must process? What is a compact description of the behavioral response of the system to these actions? What is meant by a replacement, or more precisely, what concept of equivalence of interfaces is relevant here? Behavioral modeling notation (Chapter 7) can provide a means for developing answers to the first two questions. Much of the information necessary to create a behavioral model can be obtained by observing the external manifestation of the existing interface. But additional information necessary to create the behavioral model must be extracted from the code. It is important to note that a replacement GUI may not mirror the old interface exactly (in fact, it may be radically different). It is often worthwhile to develop a new interaction metaphor. For example, an old UI requests that a user provide a scale factor (ranging from 1 to 10) to shrink or magnify a graphical image. A reengineered GUI might use a slide-bar and mouse to accomplish the same function. 11/27/08 6:32 PM Page 776 S OFTWARE T OOLS Reverse Engineering Objective: To help software engineers understand the internal design structure of complex programs"
Justify with an example how assessment examines a wide range of actions and tasks that will lead to a highquality process,"Assessment examines a wide range of actions and tasks that will lead to a highquality process .For example, regardless of the process model that is chosen, the software organization must establish generic mechanisms such as: defined approaches for customer communication; established methods for representing user requirements; defining a project management framework that includes scoping, estimation, scheduling, and project tracking; risk analysis methods; change management procedures; quality assurance and control activities including reviews; and many others","The intent of assessment is to uncover both strengths and weaknesses in the way your organization applies the existing software process and the software engineering practices that populate the process. Assessment examines a wide range of actions and tasks that will lead to a highquality process. For example, regardless of the process model that is chosen, the software organization must establish generic mechanisms such as: defined approaches for customer communication; established methods for representing user requirements; defining a project management framework that includes scoping, estimation, scheduling, and project tracking; risk analysis methods; change management procedures; quality assurance and control activities including reviews; and many others. Each is considered within the context of the framework and umbrella activities (Chapter 2) that have been established and is assessed to determine whether each of the following questions has been addressed: Is the objective of the action clearly defined? Are work products required as input and produced as output identified and described? Are the work tasks to be performed clearly described? Are the people who must perform the action identified by role? Have entry and exit criteria been established? Have metrics for the action been established? Are tools available to support the action? Is there an explicit training program that addresses the action? Is the action performed uniformly for all projects? Although the questions noted imply a yes or no answer, the role of assessment is to look behind the answer to determine whether the action in question is being performed in a manner that would conform to best practice"
"Justify with an example how directed primarily toward practitioners, this category stresses technologies and tools that have been adopted for local use","Directed primarily toward practitioners, this category stresses technologies and tools that have been adopted for local use .For example, if UML has been chosen for analysis and design modeling, a training curriculum for software engineering using UML would be established","to provide professionals with the intellectual tools they need to apply the software process effectively and to make rational decisions about improvements to the process. Specific technology and tools. Directed primarily toward practitioners, this category stresses technologies and tools that have been adopted for local use. For example, if UML has been chosen for analysis and design modeling, a training curriculum for software engineering using UML would be established. Business communication and quality-related topics. Directed toward all stakeholders, this category focuses on soft topics that help enable better communication among stakeholders and foster a greater quality focus"
Justify with an example how the census data can then be connected to other seemingly unrelated pieces of information,"The census data can then be connected to other seemingly unrelated pieces of information .For example, the current number of elementary school teachers who will retire during the next decade, the number of college students graduating with degrees in primary and secondary education, the pressure on politicians to hold down taxes and therefore limit pay increases for teachers","Thomas J. Watson cating that the birthrate in 1996 in the United States was 4.9 million. This number represents a data value. Relating this piece of data with birthrates for the preceding 40 years, we can derive a useful piece of informationaging baby boomers of the 1950s and early 1960s made a last-gasp effort to have children prior to the end of their child-bearing years. In addition, gen-Xers began their childbearing years. The census data can then be connected to other seemingly unrelated pieces of information. For example, the current number of elementary school teachers who will retire during the next decade, the number of college students graduating with degrees in primary and secondary education, the pressure on politicians to hold down taxes and therefore limit pay increases for teachers. All of these pieces of information can be combined to formulate a representation of knowledgethere will be significant pressure on the education system in the United States in the early twenty-first century, and this pressure will continue for a number of decades. Using this knowledge, a business opportunity may emerge. There may be significant opportunity to develop new modes of learning that are more effective and less costly than current approaches. 2 The rapid growth of data mining and data warehousing technologies reflect this growing trend"
Justify with an example how complex systems typically have more than one actor,"Complex systems typically have more than one actor .For example, a vending machine application might have three actors representing customers, repair personnel, and vendors who refill the machine","A UML use-case diagram is an overview of all the use cases and how they are related. It provides a big picture of the functionality of the system. A use-case diagram for the digital music application is shown in Figure A1.5. In this diagram, the stick figure represents an actor (Chapter 5) that is associated with one category of user (or other interaction element). Complex systems typically have more than one actor. For example, a vending machine application might have three actors representing customers, repair personnel, and vendors who refill the machine. In the use-case diagram, the use cases are displayed as ovals. The actors are connected by lines to the use cases that they carry out. Note that none of the details of the use cases are included in the diagram and instead need to be stored separately"
Justify with an example how a set of generic attributes can be associated with every object in the class PieceOfFurniture,"A set of generic attributes can be associated with every object in the class PieceOfFurniture .For example, all furniture has a cost, dimensions, weight, location, and color, among many possible attributes","11/27/08 Page 862 11/27/08 Page 863 OBJECT-O RIENTED CONCEPTS KEY CONCEPTS attributes . . . . .865 classes . . . . . . .864 boundary . . . .866 characteristics . .869 controller . . . .866 definition . . . .863 design . . . . . .868 entity . . . . . .866 encapsulation . .863 inheritance . . . .866 messages . . . . .867 methods . . . . . .865 operations . . . .865 polymorphism . .868 services . . . . . .865 subclass . . . . . .865 superclass . . . .865 hat is an object-oriented (OO) viewpoint? Why is a method considered to be object oriented? What is an object? As OO concepts gained widespread adherents during the 1980s and 1990s, there were many different opinions about the correct answers to these questions, but today a coherent view of OO concepts has emerged. This appendix is designed to provide you with a brief overview of this important topic and to introduce basic concepts and terminology. To understand the object-oriented point of view, consider an example of a realworld objectthe thing you are sitting in right nowa chair. Chair is a subclass of a much larger class that we can call PieceOfFurniture. Individual chairs are members (usually called instances) of the class Chair. A set of generic attributes can be associated with every object in the class PieceOfFurniture. For example, all furniture has a cost, dimensions, weight, location, and color, among many possible attributes. These apply whether we are talking about a table or a chair, a sofa or an armoire. Because Chair is a member of PieceOfFurniture, Chair inherits all attributes defined for the class. We have attempted an anecdotal definition of a class by describing its attributes, but something is missing. Every object in the class PieceOfFurniture can be manipulated in a variety of ways. It can be bought and sold, physically modified (e.g., you can saw off a leg or paint the object purple), or moved from one place to another. Each of these operations (other terms are services or methods) will modify one or more attributes of the object. For example, if the attribute location is a composite data item defined as location  building  floor  room then an operation named move() would modify one or more of the data items (building, floor, or room) that form the attribute location. To do this, move() must have knowledge of these data items. The operation move() could be used for a chair or a table, as long as both are instances of the class PieceOfFurniture. Valid operations for the class PieceOfFurniturebuy(), sell(), weigh()are specified as part of the class definition and are inherited by all instances of the class"
Justify with an example how a subclass is a specialization of the superclass,"A subclass is a specialization of the superclass .For example, the superclass MotorVehicle is a generalization of the classes Truck, SUV, Automobile, and Van","AND A class is an OO concept that encapsulates the data and procedural abstractions required to describe the content and behavior of some real-world entity. Data abstractions that describe the class are enclosed by a wall of procedural abstractions [Tay90] (represented in Figure A2.1) that are capable of manipulating the data in some way. In a well-designed class, the only way to reach the attributes (and operate on them) is to go through one of the methods that form the wall illustrated in the figure. Therefore, the class encapsulates data (inside the wall) and the processing that manipulates the data (the methods that make up the wall). This achieves information hiding (Chapter 8) and reduces the impact of side effects associated with change. Since the methods tend to manipulate a limited number of attributes, their cohesion is improved, and because communication occurs only through the methods that make up the wall, the class tends to be less strongly coupled from other elements of a system.1 FIGURE A2.1 A schematic representation of a class Method1() Method2() Attributes It should be noted, however, that coupling can become a serious problem in OO systems. It arises when classes from various parts of the system are used as the data types of attributes, and arguments to methods. Even though access to the objects may only be through procedure calls, this does not mean that coupling is necessarily low, just lower than if direct access to the internals of objects were allowed. 11/27/08 Page 865 Stated another way, a class is a generalized description (e.g., a template or blueprint) that describes a collection of similar objects. By definition, objects are instances of a specific class and inherit its attributes and the operations that are available to manipulate the attributes. A superclass (often called a base class) is a generalization of a set of classes that are related to it. A subclass is a specialization of the superclass. For example, the superclass MotorVehicle is a generalization of the classes Truck, SUV, Automobile, and Van. The subclass Automobile inherits all attributes of MotorVehicle, but in addition, incorporates additional attributes that are specific only to automobiles. These definitions imply the existence of a class hierarchy in which the attributes and operations of the superclass are inherited by subclasses that may each add additional private attributes and methods. For example, the operations sitOn() and turn() might be private to the Chair subclass"
"Justify with an example how in most cases, a domain is simply a set of specific values","In most cases, a domain is simply a set of specific values .For example, assume that a class Automobile has an attribute color","These definitions imply the existence of a class hierarchy in which the attributes and operations of the superclass are inherited by subclasses that may each add additional private attributes and methods. For example, the operations sitOn() and turn() might be private to the Chair subclass. AT T R I B U T E S You have learned that attributes are attached to classes and that they describe the class in some way. An attribute can take on a value defined by an enumerated domain. In most cases, a domain is simply a set of specific values. For example, assume that a class Automobile has an attribute color. The domain of values for color is {white, black, silver, gray, blue, red, yellow, green}. In more complex situations, the domain can be a class. Continuing the example, the class Automobile also has an attribute powerTrain that is itself a class. The class PowerTrain would contain attributes that describe the specific engine and transmission for the car. The features (values of the domain) can be augmented by assigning a default value (feature) to an attribute. For example, the color attribute defaults to white. It may also be useful to associate a probability with a particular feature by assigning {value, probability} pairs. Consider the color attribute for automobile. In some applications (e.g., manufacturing planning) it might be necessary to assign a probability to each of the colors (e.g., white and black are highly probable as automobile colors)"
"Justify with an example how once the function has been implemented with a method, the class should not provide another way to accomplish the same thing","Once the function has been implemented with a method, the class should not provide another way to accomplish the same thing .For example, the class VideoClip of the video editing software might have attributes start-point and end-point to indicate the start and end points of the clip (note that the raw video loaded into the system may be longer than the clip that is used)","For example, the class Scene defined for video-editing software is complete only if it contains all attributes and methods that can reasonably be associated with the creation of a video scene. Sufficiency ensures that the design class contains only those methods that are sufficient to achieve the intent of the class, no more and no less. Primitiveness. Methods associated with a design class should be focused on accomplishing one specific function for the class. Once the function has been implemented with a method, the class should not provide another way to accomplish the same thing. For example, the class VideoClip of the video editing software might have attributes start-point and end-point to indicate the start and end points of the clip (note that the raw video loaded into the system may be longer than the clip that is used). The methods, setStartPoint() and setEndPoint() provide the only means for establishing start and end points for the clip. 6:45 PM Page 870 High cohesion. A cohesive design class is single minded. That is, it has a small, focused set of responsibilities and single-mindedly applies attributes and methods to implement those responsibilities. For example, the class VideoClip of the video-editing software might contain a set of methods for editing the video clip. As long as each method focuses solely on attributes associated with the video clip, cohesion is maintained"
Justify with an example how approaches to programming have changed dramatically since the invention of the computer,"Approaches to programming have changed dramatically since the invention of the computer .For example, when computers were first invented, programming was done by manually toggling in the binary machine instructions by use of the front panel","Part I C++: The Next Step During the late 1970s and early 1980s, C became the dominant computer programming language, and it is still widely used today. Since C is a successful and useful language, you might ask why a need for something else existed. The answer is complexity. Throughout the history of programming, the increasing complexity of programs has driven the need for better ways to manage that complexity. C++ is a response to that need. To better understand why managing program complexity is fundamental to the creation of C++, consider the following. Approaches to programming have changed dramatically since the invention of the computer. For example, when computers were first invented, programming was done by manually toggling in the binary machine instructions by use of the front panel. As long as programs were just a few hundred instructions long, this approach worked. As programs grew, assembly language was invented so that a programmer could deal with larger, increasingly complex programs by using symbolic representations of the machine instructions. As programs continued to grow, high-level languages were introduced that gave the programmer more tools with which to handle complexity. The first widespread language was, of course, FORTRAN. While FORTRAN was an impressive first step, at the time it was hardly a language that encouraged clear and easy-to-understand programs. The 1960s gave birth to structured programming. This is the method of programming championed by languages such as C. The use of structured languages enabled programmers to write, for the first time, moderately complex programs fairly easily. However, even with structured programming methods, once a project reaches a certain size, its complexity exceeds what a programmer can manage. By the early 1980s, many projects were pushing the structured approach past its limits. To solve this problem, a new way to program was invented, called object-oriented programming (OOP)"
"Justify with an example how while it is true that Java was influenced by C++, it is not an enhanced version of C++","While it is true that Java was influenced by C++, it is not an enhanced version of C++ .For example, Java is neither upwardly nor downwardly compatible with C++","The Java designers knew that using the familiar syntax of C and echoing the object-oriented features of C++ would make their language appealing to the legions of experienced C/C++ programmers. In addition to the surface similarities, Java shares some of the other attributes that helped make C and C++ successful. First, Java was designed, tested, and refined by real, working programmers. It is a language grounded in the needs and experiences of the people who devised it. Thus, Java is a programmers language. Second, Java is cohesive and logically consistent. Third, except for those constraints imposed by the Internet environment, Java gives you, the programmer, full control. If you program well, your programs reflect it. If you program poorly, your programs reflect that, too. Put differently, Java is not a language with training wheels. It is a language for professional programmers. Because of the similarities between Java and C++, it is tempting to think of Java as simply the Internet version of C++. However, to do so would be a large mistake. Java has significant practical and philosophical differences. While it is true that Java was influenced by C++, it is not an enhanced version of C++. For example, Java is neither upwardly nor downwardly compatible with C++. Of course, the similarities with C++ are significant, and if you are a CompRef_2010 / Java: The Complete Reference, Twelfth Edition / Schildt / 126046-341-9 The Java Language C++ programmer, then you will feel right at home with Java. One other point: Java was not designed to replace C++. Java was designed to solve a certain set of problems. C++ was designed to solve a different set of problems. Both will coexist for many years to come. As mentioned at the start of this chapter, computer languages evolve for two reasons: to adapt to changes in environment and to implement advances in the art of programming"
Justify with an example how Java also embodies changes in the way that people approach the writing of programs,"Java also embodies changes in the way that people approach the writing of programs .For example, Java enhanced and refined the object-oriented paradigm used by C++, added integrated support for multithreading, and provided a library that simplified Internet access","As mentioned at the start of this chapter, computer languages evolve for two reasons: to adapt to changes in environment and to implement advances in the art of programming. The environmental change that prompted Java was the need for platform-independent programs destined for distribution on the Internet. However, Java also embodies changes in the way that people approach the writing of programs. For example, Java enhanced and refined the object-oriented paradigm used by C++, added integrated support for multithreading, and provided a library that simplified Internet access. In the final analysis, though, it was not the individual features of Java that made it so remarkable. Rather, it was the language as a whole. Java was the perfect response to the demands of the then newly emerging, highly distributed computing universe. Java was to Internet programming what C was to system programming: a revolutionary force that changed the world. The C# Connection The reach and power of Java continues to be felt throughout the world of computer language development. Many of its innovative features, constructs, and concepts have become part of the baseline for any new language. The success of Java is simply too important to ignore"
"Justify with an example how NET Framework, C# is closely related to Java","NET Framework, C# is closely related to Java .For example, both share the same general syntax, support distributed programming, and utilize the same object model","The C# Connection The reach and power of Java continues to be felt throughout the world of computer language development. Many of its innovative features, constructs, and concepts have become part of the baseline for any new language. The success of Java is simply too important to ignore. Perhaps the most important example of Javas influence is C#. Created by Microsoft to support the .NET Framework, C# is closely related to Java. For example, both share the same general syntax, support distributed programming, and utilize the same object model. There are, of course, differences between Java and C#, but the overall look and feel of these languages is very similar. This cross-pollination from Java to C# is the strongest testimonial to date that Java redefined the way we think about and use a computer language. How Java Impacted the Internet The Internet helped catapult Java to the forefront of programming, and Java, in turn, had a profound effect on the Internet. In addition to simplifying web programming in general, Java innovated a new type of networked program called the applet that changed the way the online world thought about content. Java also addressed some of the thorniest issues associated with the Internet: portability and security. Lets look more closely at each of these"
Justify with an example how at the core of the problem is the fact that malicious code can cause its damage because it has gained unauthorized access to system resources,"At the core of the problem is the fact that malicious code can cause its damage because it has gained unauthorized access to system resources .For example, a virus program might gather private information, such as credit card numbers, bank account balances, and passwords, by searching the contents of your computers local file system","Part I Security As desirable as dynamic, networked programs are, they can also present serious problems in the areas of security and portability. Obviously, a program that downloads and executes on the client computer must be prevented from doing harm. It must also be able to run in a variety of different environments and under different operating systems. As you will see, Java solved these problems in an effective and elegant way. Lets look a bit more closely at each, beginning with security. As you are likely aware, every time you download a normal program, you are taking a risk, because the code you are downloading might contain a virus, Trojan horse, or other harmful code. At the core of the problem is the fact that malicious code can cause its damage because it has gained unauthorized access to system resources. For example, a virus program might gather private information, such as credit card numbers, bank account balances, and passwords, by searching the contents of your computers local file system. In order for Java to enable programs to be safely downloaded and executed on the client computer, it was necessary to prevent them from launching such an attack. Java achieved this protection by enabling you to confine an application to the Java execution environment and prevent it from accessing other parts of the computer"
